example_id,thread_id,text,context,following_brand_response,label_status,human_editable_intent,human_editable_escalation,escalation_reason,intent,should_escalate_auto,text_length,thread_depth,historical_precedent_quality
gold_0181,2619905,"Dear @115858 
Please send my old operating system back.
Just airdrop/bluetooth/download/screen mirror/text/email/DM/update or whatever. Thank you. #iphone",,"@740326 We'd like to see how we can help. DM us what's going on since the update, and what device you're using and we'll get started. https://t.co/GDrqU22YpT",auto_labeled,connectivity_network_services,True,angry/frustrated,connectivity_network_services,True,154,2,actionable
gold_0182,1599728,My keyboard doesn’t work... why! @115858 fix it!,,@491224 We'd like to help with that. DM us and let us know what device you're using when this happens. https://t.co/GDrqU22YpT,auto_labeled,software_update_problems,False,,software_update_problems,False,48,2,next_step
gold_0183,245973,"Hello @AppleSupport, is it possible to buy a Apple Watch Series 3 in different colors? ( i prefer Gold and Blue cobalt Sport band).",,@174422 We're excited for you to get the new Apple Watch. Check here to shop: https://t.co/YzzkPcZVjZ,auto_labeled,device_hardware_accessory,False,,device_hardware_accessory,False,131,2,low_quality
gold_0184,1641289,i️ also hate my phone for not working &amp; changing i’s to boxes @115858 needs to get it together,[brand]: @501765 Here’s what you can do to work around the issue until it’s fixed in a future software update,,auto_labeled,general_support_other,True,angry/frustrated,general_support_other,True,98,2,actionable
gold_0185,2307310,"@AppleSupport @115858 my photos and videos have just been removed without my permission. They’ve been restored onto my phone however, some photos and videos are missing.",,@669339 We'd like to help. What kind of phone do you have and is it running iOS 11.1.1? You can check in Settings &gt; General &gt; About. Let us know in DM along with some more details about this and we can work together. https://t.co/GDrqU22YpT,auto_labeled,app_store_problems,False,,app_store_problems,False,169,2,actionable
gold_0186,2802412,"@AppleSupport hi, after iOS 11.1.2 update iPhone is not accepting my finger prints. Please advise",,"@781742 Hi there. We'd be happy to help out. Please send us a DM and tell us which iPhone you have, and what country you're located in. We'll meet you there. https://t.co/GDrqU22YpT",auto_labeled,app_store_problems,False,,app_store_problems,False,97,2,actionable
gold_0187,299670,Hey @AppleSupport way to turn off my cellular data on the new iOS... how many times am I going to have to update for you to get this right...,,@187432 We'd like to look into this with you. Are you looking to turn off all cellular data? Or having trouble enabling it?,auto_labeled,connectivity_network_services,False,,connectivity_network_services,False,141,4,dm_escalation
gold_0188,2493900,Hey @115858 I️ I️ I️ I️ I️ I️ WHAT THE FUCK?!,,"@284477 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",auto_labeled,general_support_other,True,angry/frustrated,general_support_other,True,45,2,actionable
gold_0189,2403677,@AppleSupport I bought a MacBook at an apple store and I wasn't sent an electronic receipt and was not given a physical one but I paid with my credit card. Can I return it without the receipt if I have the card I paid with. Its only been a few days ago,,"@691442 Thanks for reaching out to us. We recommend reaching out to the store where this Mac was purchased for more info about obtaining a receipt, and also help with returning this Mac. To locate their contact details: https://t.co/PruGCHO1ib",auto_labeled,payments_purchases_billing,False,,payments_purchases_billing,False,252,2,acknowledgement_only
gold_0190,2129175,@115858 fix this shit please I️,,@626770 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,auto_labeled,software_update_problems,True,angry/frustrated,software_update_problems,True,31,2,actionable
gold_0191,2419266,@116333 please return the functionality of completely turning off WiFi &amp; Bluetooth from #iOS11 Control Center.,,@191048 We welcome your suggestions and feedback here:  https://t.co/eTPVYVFyd8,auto_labeled,connectivity_network_services,False,,connectivity_network_services,False,114,2,low_quality
gold_0192,2803419,iOS 11 is literally filled with bugs. I am encountering more issues than I ever faced on any android phone. What's wrong with you @115858 ?,,@781988 We want to make sure that we resolve all the issues that you're experiencing with your iPhone. Could you briefly tell us what's going on?,auto_labeled,software_update_problems,False,,software_update_problems,False,139,2,low_quality
gold_0193,633775,"@AppleSupport my phone isn’t letting me airdrop, tapping the airdrop button but nothing is happening?",,"@270228 Let's work together to get your iPhone and AirDrop working together again. To begin, please follow these steps to restart your iPhone: https://t.co/OWRDHWSt4h
If it's still happening, send us a DM telling us which iPhone you have and the iOS version number running. https://t.co/GDrqU22YpT",auto_labeled,connectivity_network_services,False,,connectivity_network_services,False,101,2,actionable
gold_0194,2205814,"Necesito ayuda, ni siquiera puedo solicitar ayuda en comunidad @12228 @AppleSupport https://t.co/l9EjHoDutQ",,@644939 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,auto_labeled,app_store_problems,False,,app_store_problems,False,107,2,low_quality
gold_0195,1977385,Hi  when i was create a sandbox account and try this on my device. All of my itunes musics and settings downn. @116333 @AppleSupport,,"@585560 Let's make sure we understand. Are you currently missing all of your music? Let us know more details about this in DM, please. https://t.co/GDrqU22YpT",auto_labeled,apple_id_account,False,,apple_id_account,False,132,2,acknowledgement_only
gold_0196,611278,Hey @115858 your latest Apple update on the iPhone is killing the battery. #notcool,,@265338 We know how important it is to have a reliable battery. Let's look into this together. Can you provide us which iOS version is on your device? This can be located in Settings &gt; General &gt; About &gt; Version.,auto_labeled,battery_charging_power,False,,battery_charging_power,False,83,4,low_quality
gold_0197,2495473,@AppleSupport I want to speak with your manager,,"@267784 Fill us in via DM what you need support with, then we can get you to the right place from there. https://t.co/GDrqU22YpT",auto_labeled,app_store_problems,False,,app_store_problems,False,47,2,dm_escalation
gold_0198,1458969,@AppleSupport  https://t.co/Ohx0zfRJ2q,,"@458636 Thank you for the video. From what we can see, you're pressing 1 + 23. What are the buttons you're attempting to tap? DM us please. https://t.co/GDrqU22YpT",auto_labeled,app_store_problems,False,,app_store_problems,False,38,7,low_quality
gold_0199,706895,Help ME @AppleSupport https://t.co/4ou44P7yR6,,"@289004 We'd be glad to help out with iTunes! Is this an album you purchased in iTunes, or imported from a CD?",auto_labeled,app_store_problems,False,,app_store_problems,False,45,4,low_quality
